site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag,time
52385,3247,10/22/2017,20,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/22/2017 20:00
52386,3247,10/22/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/22/2017 21:00
52387,3247,10/22/2017,22,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/22/2017 22:00
52388,3247,10/22/2017,23,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/22/2017 23:00
52389,3247,10/23/2017,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 0:00
52390,3247,10/23/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 1:00
52391,3247,10/23/2017,2,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 2:00
52392,3247,10/23/2017,3,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 3:00
52393,3247,10/23/2017,4,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 4:00
52394,3247,10/23/2017,5,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 5:00
52395,3247,10/23/2017,6,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 6:00
52396,3247,10/23/2017,8,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 8:00
52397,3247,10/23/2017,9,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 9:00
52398,3247,10/23/2017,10,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 10:00
52399,3247,10/23/2017,11,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 11:00
52400,3247,10/23/2017,12,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 12:00
52401,3247,10/23/2017,13,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 13:00
52402,3247,10/23/2017,14,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 14:00
52403,3247,10/23/2017,15,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 15:00
52404,3247,10/23/2017,16,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 16:00
52405,3247,10/23/2017,17,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 17:00
52406,3247,10/23/2017,18,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 18:00
52407,3247,10/23/2017,19,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 19:00
52408,3247,10/23/2017,20,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 20:00
52409,3247,10/23/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 21:00
52410,3247,10/23/2017,22,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 22:00
52411,3247,10/23/2017,23,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/23/2017 23:00
52412,3247,10/24/2017,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 0:00
52413,3247,10/24/2017,1,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 1:00
52414,3247,10/24/2017,2,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 2:00
52415,3247,10/24/2017,3,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 3:00
52416,3247,10/24/2017,4,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 4:00
52417,3247,10/24/2017,5,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 5:00
52418,3247,10/24/2017,6,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 6:00
52419,3247,10/24/2017,7,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 7:00
52420,3247,10/24/2017,8,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 8:00
52421,3247,10/24/2017,9,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 9:00
52422,3247,10/24/2017,10,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 10:00
52423,3247,10/24/2017,11,-2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 11:00
52424,3247,10/24/2017,12,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 12:00
52425,3247,10/24/2017,13,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 13:00
52426,3247,10/24/2017,14,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 14:00
52427,3247,10/24/2017,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 15:00
52428,3247,10/24/2017,16,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 16:00
52429,3247,10/24/2017,17,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 17:00
52430,3247,10/24/2017,18,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 18:00
52431,3247,10/24/2017,19,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 19:00
52432,3247,10/24/2017,20,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 20:00
52433,3247,10/24/2017,21,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 21:00
52434,3247,10/24/2017,22,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 22:00
52435,3247,10/24/2017,23,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/24/2017 23:00
52436,3247,10/25/2017,0,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 0:00
52437,3247,10/25/2017,1,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 1:00
52438,3247,10/25/2017,2,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 2:00
52439,3247,10/25/2017,3,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 3:00
52440,3247,10/25/2017,4,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 4:00
52441,3247,10/25/2017,5,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 5:00
52442,3247,10/25/2017,6,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 6:00
52443,3247,10/25/2017,7,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 7:00
52444,3247,10/25/2017,8,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 8:00
52445,3247,10/25/2017,9,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 9:00
52446,3247,10/25/2017,10,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 10:00
52447,3247,10/25/2017,11,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 11:00
52448,3247,10/25/2017,12,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 12:00
52449,3247,10/25/2017,13,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 13:00
52450,3247,10/25/2017,14,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 14:00
52451,3247,10/25/2017,15,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 15:00
52452,3247,10/25/2017,16,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 16:00
52453,3247,10/25/2017,17,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 17:00
52454,3247,10/25/2017,18,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 18:00
52455,3247,10/25/2017,19,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 19:00
52456,3247,10/25/2017,20,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 20:00
52457,3247,10/25/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 21:00
52458,3247,10/25/2017,22,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 22:00
52459,3247,10/25/2017,23,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/25/2017 23:00
52460,3247,10/26/2017,0,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 0:00
52461,3247,10/26/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 1:00
52462,3247,10/26/2017,2,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 2:00
52463,3247,10/26/2017,3,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 3:00
52464,3247,10/26/2017,4,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 4:00
52465,3247,10/26/2017,5,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 5:00
52466,3247,10/26/2017,6,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 6:00
52467,3247,10/26/2017,7,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 7:00
52468,3247,10/26/2017,8,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 8:00
52469,3247,10/26/2017,9,32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 9:00
52470,3247,10/26/2017,10,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 10:00
52471,3247,10/26/2017,11,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 11:00
52472,3247,10/26/2017,12,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 12:00
52473,3247,10/26/2017,13,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 13:00
52474,3247,10/26/2017,14,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 14:00
52475,3247,10/26/2017,15,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 15:00
52476,3247,10/26/2017,16,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 16:00
52477,3247,10/26/2017,17,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 17:00
52478,3247,10/26/2017,18,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 18:00
52479,3247,10/26/2017,19,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 19:00
52480,3247,10/26/2017,20,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 20:00
52481,3247,10/26/2017,21,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 21:00
52482,3247,10/26/2017,22,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 22:00
52483,3247,10/26/2017,23,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/26/2017 23:00
52484,3247,10/27/2017,0,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 0:00
52485,3247,10/27/2017,1,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 1:00
52486,3247,10/27/2017,2,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 2:00
52487,3247,10/27/2017,3,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 3:00
52488,3247,10/27/2017,4,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 4:00
52489,3247,10/27/2017,5,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 5:00
52490,3247,10/27/2017,6,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 6:00
52491,3247,10/27/2017,7,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 7:00
52492,3247,10/27/2017,8,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 8:00
52493,3247,10/27/2017,9,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 9:00
52494,3247,10/27/2017,10,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 10:00
52495,3247,10/27/2017,11,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 11:00
52496,3247,10/27/2017,12,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 12:00
52497,3247,10/27/2017,13,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 13:00
52498,3247,10/27/2017,14,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 14:00
52499,3247,10/27/2017,15,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 15:00
52500,3247,10/27/2017,16,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 16:00
52501,3247,10/27/2017,17,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 17:00
52502,3247,10/27/2017,18,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 18:00
52503,3247,10/27/2017,19,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 19:00
52504,3247,10/27/2017,20,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 20:00
52505,3247,10/27/2017,21,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 21:00
52506,3247,10/27/2017,22,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 22:00
52507,3247,10/27/2017,23,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/27/2017 23:00
52508,3247,10/28/2017,0,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 0:00
52509,3247,10/28/2017,1,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 1:00
52510,3247,10/28/2017,2,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 2:00
52511,3247,10/28/2017,3,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 3:00
52512,3247,10/28/2017,4,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 4:00
52513,3247,10/28/2017,5,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 5:00
52514,3247,10/28/2017,6,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 6:00
52515,3247,10/28/2017,7,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 7:00
52516,3247,10/28/2017,8,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 8:00
52517,3247,10/28/2017,9,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 9:00
52518,3247,10/28/2017,10,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 10:00
52519,3247,10/28/2017,11,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 11:00
52520,3247,10/28/2017,12,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 12:00
52521,3247,10/28/2017,13,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 13:00
52522,3247,10/28/2017,14,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 14:00
