site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag,time
65868,3678,10/12/2017,2,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 2:00
65869,3678,10/12/2017,3,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 3:00
65870,3678,10/12/2017,4,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 4:00
65871,3678,10/12/2017,5,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 5:00
65872,3678,10/12/2017,6,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 6:00
65873,3678,10/12/2017,7,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 7:00
65874,3678,10/12/2017,8,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 8:00
65875,3678,10/12/2017,9,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 9:00
65876,3678,10/12/2017,10,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 10:00
65877,3678,10/12/2017,11,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 11:00
65878,3678,10/12/2017,12,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 12:00
65879,3678,10/12/2017,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 13:00
65880,3678,10/12/2017,14,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 14:00
65881,3678,10/12/2017,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 15:00
65882,3678,10/12/2017,16,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 16:00
65883,3678,10/12/2017,17,103,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 17:00
65884,3678,10/12/2017,18,112,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 18:00
65885,3678,10/12/2017,19,29,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 19:00
65886,3678,10/12/2017,20,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 20:00
65887,3678,10/12/2017,21,26,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 21:00
65888,3678,10/12/2017,22,58,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 22:00
65889,3678,10/12/2017,23,58,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 23:00
65890,3678,10/13/2017,0,48,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 0:00
65891,3678,10/13/2017,1,50,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 1:00
65892,3678,10/13/2017,2,37,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 2:00
65893,3678,10/13/2017,3,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 3:00
65894,3678,10/13/2017,4,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 4:00
65895,3678,10/13/2017,5,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 5:00
65896,3678,10/13/2017,6,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 6:00
65897,3678,10/13/2017,7,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 7:00
65898,3678,10/13/2017,8,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 8:00
65899,3678,10/13/2017,9,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 9:00
65900,3678,10/13/2017,10,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 10:00
65901,3678,10/13/2017,11,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 11:00
65902,3678,10/13/2017,12,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 12:00
65903,3678,10/13/2017,13,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 13:00
65904,3678,10/13/2017,14,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 14:00
65905,3678,10/13/2017,15,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 15:00
65906,3678,10/13/2017,16,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 16:00
65907,3678,10/13/2017,17,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 17:00
65908,3678,10/13/2017,18,40,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 18:00
65909,3678,10/13/2017,19,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 19:00
65910,3678,10/13/2017,20,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 20:00
65911,3678,10/13/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 21:00
65912,3678,10/13/2017,22,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 22:00
65913,3678,10/13/2017,23,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/13/2017 23:00
65914,3678,10/14/2017,0,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 0:00
65915,3678,10/14/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 1:00
65916,3678,10/14/2017,2,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 2:00
65917,3678,10/14/2017,3,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 3:00
65918,3678,10/14/2017,4,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 4:00
65919,3678,10/14/2017,5,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 5:00
65920,3678,10/14/2017,6,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 6:00
65921,3678,10/14/2017,7,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 7:00
65922,3678,10/14/2017,8,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 8:00
65923,3678,10/14/2017,9,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 9:00
65924,3678,10/14/2017,10,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 10:00
65925,3678,10/14/2017,11,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 11:00
65926,3678,10/14/2017,12,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 12:00
65927,3678,10/14/2017,13,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 13:00
65928,3678,10/14/2017,14,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 14:00
65929,3678,10/14/2017,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 15:00
65930,3678,10/14/2017,16,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 16:00
65931,3678,10/14/2017,17,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 17:00
65932,3678,10/14/2017,18,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 18:00
65933,3678,10/14/2017,19,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 19:00
65934,3678,10/14/2017,20,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 20:00
65935,3678,10/14/2017,21,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 21:00
65936,3678,10/14/2017,22,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 22:00
65937,3678,10/14/2017,23,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/14/2017 23:00
65938,3678,10/15/2017,0,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 0:00
65939,3678,10/15/2017,1,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 1:00
65940,3678,10/15/2017,2,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 2:00
65941,3678,10/15/2017,3,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 3:00
65942,3678,10/15/2017,4,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 4:00
65943,3678,10/15/2017,5,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 5:00
65944,3678,10/15/2017,6,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 6:00
65945,3678,10/15/2017,7,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 7:00
65946,3678,10/15/2017,8,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 8:00
65947,3678,10/15/2017,9,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 9:00
65948,3678,10/15/2017,10,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 10:00
65949,3678,10/15/2017,11,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 11:00
65950,3678,10/15/2017,12,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 12:00
65951,3678,10/15/2017,13,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 13:00
65952,3678,10/15/2017,14,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 14:00
65953,3678,10/15/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 15:00
65954,3678,10/15/2017,16,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 16:00
65955,3678,10/15/2017,17,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 17:00
65956,3678,10/15/2017,18,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 18:00
65957,3678,10/15/2017,19,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 19:00
65958,3678,10/15/2017,20,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 20:00
65959,3678,10/15/2017,21,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 21:00
65960,3678,10/15/2017,22,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 22:00
65961,3678,10/15/2017,23,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/15/2017 23:00
65962,3678,10/16/2017,0,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 0:00
65963,3678,10/16/2017,1,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 1:00
65964,3678,10/16/2017,2,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 2:00
65965,3678,10/16/2017,3,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 3:00
65966,3678,10/16/2017,4,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 4:00
65967,3678,10/16/2017,5,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 5:00
65968,3678,10/16/2017,6,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 6:00
65969,3678,10/16/2017,7,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 7:00
65970,3678,10/16/2017,8,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 8:00
65971,3678,10/16/2017,9,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 9:00
65972,3678,10/16/2017,10,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 10:00
65973,3678,10/16/2017,11,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 11:00
65974,3678,10/16/2017,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 12:00
65975,3678,10/16/2017,13,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 13:00
65976,3678,10/16/2017,14,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 14:00
65977,3678,10/16/2017,15,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 15:00
65978,3678,10/16/2017,16,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 16:00
65979,3678,10/16/2017,17,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 17:00
65980,3678,10/16/2017,18,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 18:00
65981,3678,10/16/2017,19,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 19:00
65982,3678,10/16/2017,20,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 20:00
65983,3678,10/16/2017,21,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 21:00
65984,3678,10/16/2017,22,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 22:00
65985,3678,10/16/2017,23,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/16/2017 23:00
65986,3678,10/17/2017,0,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 0:00
65987,3678,10/17/2017,1,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 1:00
65988,3678,10/17/2017,2,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 2:00
65989,3678,10/17/2017,3,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 3:00
65990,3678,10/17/2017,4,32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 4:00
65991,3678,10/17/2017,5,39,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 5:00
65992,3678,10/17/2017,6,45,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 6:00
65993,3678,10/17/2017,7,35,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 7:00
65994,3678,10/17/2017,8,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 8:00
65995,3678,10/17/2017,9,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 9:00
65996,3678,10/17/2017,10,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 10:00
65997,3678,10/17/2017,11,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 11:00
65998,3678,10/17/2017,12,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 12:00
65999,3678,10/17/2017,13,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 13:00
66000,3678,10/17/2017,14,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 14:00
66001,3678,10/17/2017,15,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 15:00
66002,3678,10/17/2017,16,38,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 16:00
66003,3678,10/17/2017,17,51,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 17:00
66004,3678,10/17/2017,18,35,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 18:00
66005,3678,10/17/2017,19,27,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/17/2017 19:00
